"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"George WashingtonRhode Island1-8",2025-01-08,"George Washington","Rhode Island",75,67,"A",105.2,88.1,100,44.1,14.7,30,27.9,14.81,90.1,102.1,89.3,41.5,20,39,32.3,13.33
"George WashingtonRichmond12-31",2024-12-31,"George Washington","Richmond",61,66,"A",95.1,101.5,92.8,42.6,18.2,25,35.2,31.25,100.1,95.9,100.4,42.1,10.6,21.1,35.1,26.67
"GeorgetownMarquette1-7",2025-01-07,"Georgetown","Marquette",66,74,"A",108.5,90.3,92.6,50.9,26.7,33.3,21.8,42.11,109.1,99.7,103.8,43.2,18.2,30,45.8,37.5
"GeorgetownProvidence1-25",2025-01-25,"Georgetown","Providence",68,78,"A",116.8,112.7,108.2,50,17.5,40,20,30.77,130.6,116.4,124.1,50.8,12.7,47.1,30.6,31.82
"GeorgetownSeton Hall12-22",2024-12-22,"Georgetown","Seton Hall",61,60,"A",99.7,89.8,92.9,58.1,28.9,29.2,51.2,33.33,94.6,100.8,91.3,32.1,15.2,46.8,34.3,12.5
"GeorgetownSt. John's1-14",2025-01-14,"Georgetown","St. John's",58,63,"A",107.7,83.9,85,44,27.9,36.1,17.2,21.43,96.6,91.9,92.4,40.9,14.7,32.6,21.2,33.33
"GeorgetownSyracuse12-14",2024-12-14,"Georgetown","Syracuse",75,71,"A",111.1,103,110.3,52.3,14.7,33.3,16.9,24,115.3,112.7,104.4,46.3,14.7,29.4,53.7,25
"GeorgetownVillanova1-20",2025-01-20,"Georgetown","Villanova",64,63,"A",103.1,89.9,103.3,44.8,12.9,28.9,22.4,38.46,113.3,104.7,101.7,49.1,25.8,42.4,21.8,40
"GeorgetownWest Virginia12-6",2024-12-06,"Georgetown","West Virginia",60,73,"A",109.5,97.8,89.6,45.7,20.9,27,13.8,33.33,113.5,97.7,109,53.5,17.9,23.3,22.8,34.62
"Georgia SouthernCoastal Carolina1-16",2025-01-16,"Georgia Southern","Coastal Carolina",88,87,"A",111.4,119.1,116.9,54,17.3,35.9,44.4,34.78,110.1,126.9,115.6,58.5,17.3,30.6,50.8,47.83
"Georgia SouthernDrake11-30",2024-11-30,"Georgia Southern","Drake",47,61,"A",80.6,88.6,73.4,40,26.6,20,35.6,13.33,91,79.6,95.3,45.1,21.9,34.4,43.1,28.57
"Georgia SouthernGeorgia St.1-8",2025-01-08,"Georgia Southern","Georgia St.",78,82,"A",90.6,101.1,95.8,43.8,13.5,33.3,20,21.05,96.2,103.7,100.7,42.6,16,34.1,44.1,20
"Georgia SouthernLouisiana Tech12-13",2024-12-13,"Georgia Southern","Louisiana Tech",63,77,"A",105.4,109.1,97.2,46.8,20.1,35,9.5,35.48,108.6,110.9,118.8,61.2,18.5,33.3,17.2,40.91
"Georgia SouthernMarshall1-11",2025-01-11,"Georgia Southern","Marshall",69,81,"A",102.1,123.2,103.1,50,16.4,24.2,34.5,31.25,118.1,109,121,59.3,25.4,48.6,50,38.46
"Georgia SouthernNorth Carolina Central11-15",2024-11-15,"Georgia Southern","North Carolina Central",80,75,"N",98.5,98.6,104.7,55.6,27.5,45.7,30.6,24.14,93.9,113,98.2,45.8,23.6,37.5,48.3,20.83
"Georgia SouthernOld Dominion1-18",2025-01-18,"Georgia Southern","Old Dominion",67,63,"A",109.2,105.3,109.3,52.6,17.9,36.4,13.8,36,96.3,120.3,102.8,32.4,16.3,60.4,38,21.05
"Georgia SouthernSouthern Miss2-1",2025-02-01,"Georgia Southern","Southern Miss",68,72,"A",87.9,107.9,91.5,47.7,22.9,27.3,18.8,39.39,97,94,96.9,48.2,20.2,25.8,36.8,23.08
"Georgia SouthernTexas St.12-21",2024-12-21,"Georgia Southern","Texas St.",61,83,"A",85,115.2,88.1,38.5,11.6,26,29.2,38.46,114.8,95.2,119.8,58.9,20.2,40,35.7,42.86
"Georgia SouthernTroy1-30",2025-01-30,"Georgia Southern","Troy",74,81,"A",121.7,115.6,111.4,50.8,22.6,45.9,19,34.48,114,123.4,121.9,56.7,12,32.3,65.4,24.14
"Georgia SouthernUNC Wilmington11-8",2024-11-08,"Georgia Southern","UNC Wilmington",84,92,"A",113.8,108.8,108.9,55.9,18.1,20.5,47.5,36.36,111.2,120.9,119.2,47,15.6,38.9,118,20
"Georgia SouthernVCU12-4",2024-12-04,"Georgia Southern","VCU",54,89,"A",99.8,113.3,79.3,35,20.6,34.9,28.3,28.57,116.8,95.2,130.7,57.4,17.6,38.2,63,37.5
"Georgia SouthernWilliam & Mary11-17",2024-11-17,"Georgia Southern","William & Mary",87,102,"N",102.9,121.6,108.2,54.5,21.2,33.3,36.4,30.3,122.2,116.5,126.9,61.2,13.7,27.8,38.8,36.36
"Georgia SouthernWinthrop11-16",2024-11-16,"Georgia Southern","Winthrop",89,87,"A",100,97.4,102,50.7,18.3,22.7,41.2,30,94.7,110.9,99.7,50,22.9,20,96.1,18.75
"Georgia St.Appalachian St.2-1",2025-02-01,"Georgia St.","Appalachian St.",76,80,"A",117.7,118.8,110,53.8,11.6,24.3,16.7,45,106.9,112.9,115.8,57.9,13,24.2,36.8,44.44
"Georgia St.Arkansas St.1-18",2025-01-18,"Georgia St.","Arkansas St.",59,85,"A",84.4,115.7,81.8,33.3,15.3,34,30.4,8.7,110.2,82.2,117.9,48.1,6.9,34,14.1,33.33
"Georgia St.Auburn12-17",2024-12-17,"Georgia St.","Auburn",59,100,"A",100.4,100.2,79.3,37.1,26.9,41.5,32.3,18.18,115.5,90.6,134.4,64.8,14.8,37,42.6,36
"Georgia St.Jacksonville St.11-13",2024-11-13,"Georgia St.","Jacksonville St.",67,72,"A",95.5,90.2,91.3,42,10.9,21.3,20.3,34.48,86.4,98.6,98.1,45.4,13.6,23.8,26.2,25.93
"Georgia St.Kentucky11-29",2024-11-29,"Georgia St.","Kentucky",76,105,"A",106.5,106.3,96.2,56.2,22.8,14.7,35.7,52.38,117.2,104.9,133,64.9,11.4,24.1,32.8,26.92
"Georgia St.Marshall1-30",2025-01-30,"Georgia St.","Marshall",85,81,"A",122,108.8,117.6,70,24.9,22.7,16.4,50,99.1,125.9,112,57.6,18,27.8,10.6,40
"Georgia St.Mississippi St.11-8",2024-11-08,"Georgia St.","Mississippi St.",66,101,"A",101.5,114.8,88.2,38.3,22.7,40.9,39.1,27.78,119.3,96.3,135,65.3,13.4,38.7,13.9,35.71
"Georgia St.Texas St.1-15",2025-01-15,"Georgia St.","Texas St.",80,94,"A",108.2,128.1,112.9,54.7,14.1,24.3,25,41.38,121.3,117.1,132.6,58.9,9.9,43.6,17.8,54.55
"Georgia St.Troy12-21",2024-12-21,"Georgia St.","Troy",57,77,"A",91.5,113.8,86.4,46.3,21.2,25.7,27.8,25,106.7,89.7,116.7,49.2,16.7,45.9,41.7,29.17
"Georgia St.Tulsa11-27",2024-11-27,"Georgia St.","Tulsa",74,71,"N",106.8,104.9,105.6,46,15.7,35.9,37.1,18.75,92.1,110.1,101.3,50.8,11.4,17.9,17.2,35.48
"Georgia TechFlorida St.1-18",2025-01-18,"Georgia Tech","Florida St.",78,91,"A",115,121.1,108,50.8,16.6,27,40,31.03,132.1,109.3,126,59,11.1,35.3,25.4,33.33
"Georgia TechNorth Carolina12-7",2024-12-07,"Georgia Tech","North Carolina",65,68,"A",93.1,80.5,85.3,37.5,18.4,23.9,37.5,29.63,92.2,87.8,89.3,43.2,23.6,33.3,35.6,20.83
"Georgia TechNorthwestern12-15",2024-12-15,"Georgia Tech","Northwestern",60,71,"N",89.9,98.1,85.9,45.5,22.9,22.9,23.2,29.17,109.5,84.3,101.6,46.9,8.6,20.9,24.6,40.91
"Georgia TechNotre Dame1-28",2025-01-28,"Georgia Tech","Notre Dame",68,71,"A",113.8,101.1,109,53.6,12.8,20,20,31.25,115.9,113.8,113.8,56.6,16,25.8,30.2,43.48
"Georgia TechOklahoma12-3",2024-12-03,"Georgia Tech","Oklahoma",61,76,"A",106.4,97.1,94,46.2,16.9,20,34,26.32,115.3,102.5,117.1,48.1,10.8,25.7,57.7,35.71
"Georgia TechSMU1-11",2025-01-11,"Georgia Tech","SMU",71,93,"A",95.6,116.3,94.2,53.4,29.2,31.4,23.7,39.13,134.5,90.3,123.4,60,13.3,33.3,21.4,50
"Georgia TechSyracuse1-7",2025-01-07,"Georgia Tech","Syracuse",55,62,"A",78.3,82.9,76.1,39.4,18,25.5,16.7,19.05,88.8,78.2,85.8,44.4,24.9,32.5,14.3,20
"GeorgiaAlabama2-1",2025-02-01,"Georgia","Alabama",69,90,"A",101.2,94,88.5,38.2,7.7,27.1,30.3,17.39,125.6,87.2,115.5,62.3,25.7,31,40.4,42.31
"GeorgiaArkansas1-22",2025-01-22,"Georgia","Arkansas",65,68,"A",114.4,94.8,99.3,48.9,19.9,26.7,63,35.71,110.9,99.2,103.9,33.6,15.3,45,58.6,13.04
"GeorgiaFlorida1-25",2025-01-25,"Georgia","Florida",59,89,"A",101.5,110.8,86.6,39.8,26.4,42.5,25.4,23.81,143.4,84.5,130.6,60.2,20.6,51.6,23.4,34.62
"GeorgiaGeorgia Tech11-15",2024-11-15,"Georgia","Georgia Tech",77,69,"A",109.3,91.7,102.5,49.1,16,27.3,55.4,16.67,102.1,98.5,91.9,41.3,17.3,24.4,34.9,26.09
"GeorgiaGrand Canyon12-14",2024-12-14,"Georgia","Grand Canyon",73,68,"N",113.5,92.7,102.7,55.7,25.3,25,32.1,33.33,105.7,99,95.7,42.1,18.3,35,27,25.93
"GeorgiaMarquette11-23",2024-11-23,"Georgia","Marquette",69,80,"N",110.6,103.3,98.5,51.9,25.7,32.4,35.2,32,126.8,94.7,114.2,59.5,18.6,25.8,25.9,40.74
"GeorgiaMississippi1-4",2025-01-04,"Georgia","Mississippi",51,63,"A",93.6,86.9,79,31,23.2,38.5,29.3,11.11,105.2,78.6,97.6,47.1,20.1,36.7,41.2,37.5
"GeorgiaSt. John's11-24",2024-11-24,"Georgia","St. John's",66,63,"N",116.4,88.9,97.1,54.1,35.3,50,32.7,41.67,103.9,92.4,92.7,32.8,22.1,46.7,45.9,10.53
"GeorgiaTennessee1-15",2025-01-15,"Georgia","Tennessee",56,74,"A",112.4,100.6,86.5,43.4,29.4,39.3,22.6,28.57,121.5,87.7,114.3,48.5,15.4,50,15.2,29.63
"GonzagaIndiana11-28",2024-11-28,"Gonzaga","Indiana",89,73,"N",129,90.6,119.5,53.1,17.5,39.4,34.4,30,103.9,103.8,98.1,49.2,16.1,19.4,37.3,22.22
"GonzagaKentucky12-7",2024-12-07,"Gonzaga","Kentucky",89,90,"N",127.6,100.3,120.3,50.7,8.1,35.7,33.8,22.22,128.3,105.1,121.7,50,9.5,37.2,24,28
"GonzagaLoyola Marymount1-4",2025-01-04,"Gonzaga","Loyola Marymount",96,68,"A",138.7,95.2,131,57.6,8.2,31.4,19.4,43.75,100.5,112.2,92.8,45.5,19.1,22.2,45.5,33.33
"GonzagaOregon St.1-16",2025-01-16,"Gonzaga","Oregon St.",89,97,"A",122.5,111.9,116,47.9,15.6,43.2,34.7,36,131.4,103,126.4,64.2,11.7,12,69.8,42.86
"GonzagaPepperdine12-30",2024-12-30,"Gonzaga","Pepperdine",89,82,"A",122.1,109.7,118.8,56.1,17.4,39.4,28.8,13.33,114.3,104.8,109.5,53.7,20,36.1,14.7,31.03
"GonzagaPortland1-25",2025-01-25,"Gonzaga","Portland",105,62,"A",134.8,98.8,152,71.6,10.1,40.7,19.4,54.55,103.7,125.1,89.7,40.5,21.7,33.3,32.8,29.17
"GonzagaSaint Mary's2-1",2025-02-01,"Gonzaga","Saint Mary's",58,62,"A",105.8,91.6,94.6,46.4,14.7,27.8,23.6,17.65,108.7,81.1,101.1,46.4,17.9,36.8,40,36
"GonzagaSan Diego St.11-18",2024-11-18,"Gonzaga","San Diego St.",80,67,"A",134.3,94.7,115.7,46.5,11.6,34.3,54.4,25,102.3,101,96.9,44.3,15.9,27,29.5,32
"GonzagaUCLA12-28",2024-12-28,"Gonzaga","UCLA",62,65,"N",107.4,89.6,94.4,51.8,22.8,24.2,14.5,29.17,105.5,81.7,99,47.3,21.3,33.3,32.7,50
"GonzagaWest Virginia11-27",2024-11-27,"Gonzaga","West Virginia",78,86,"N",120,103.2,101.4,45.4,16.9,26.8,33.8,33.33,116.6,89.9,111.8,50,16.9,32.4,41.3,31.43
"Grambling St.Arkansas Pine Bluff1-27",2025-01-27,"Grambling St.","Arkansas Pine Bluff",81,77,"A",102.1,120,118,63.2,17.5,21.4,39.6,47.83,104.2,134.7,112.2,57.9,18.9,32.4,11.1,45.83
"Grambling St.Cal Poly11-26",2024-11-26,"Grambling St.","Cal Poly",79,82,"A",105.7,117.4,112.6,58.2,15.7,21.1,23,50,110.5,126.2,116.9,57.9,11.4,21.2,19,40.91
"Grambling St.Cincinnati12-22",2024-12-22,"Grambling St.","Cincinnati",49,84,"A",94.3,129.1,78,36,25.5,29.4,30,14.29,120.9,93.4,133.7,53.1,9.6,47.4,30.8,28.12
"Grambling St.Florida11-11",2024-11-11,"Grambling St.","Florida",62,86,"A",99.8,99.1,84.7,44.4,24.6,15.2,31.5,16.67,108,98.3,117.5,50.8,16.4,47.2,40.6,30.43
"Grambling St.Mississippi Valley St.1-25",2025-01-25,"Grambling St.","Mississippi Valley St.",65,54,"A",93.4,115.8,110,53.1,11.8,22.6,42.9,50,87.4,122.6,91.4,42.9,25.4,34.4,26.5,30
"Grambling St.Mississippi11-8",2024-11-08,"Grambling St.","Mississippi",64,66,"A",105.4,84.5,90.7,56.7,31.2,17.9,44.4,47.37,86,104.8,93.6,40,8.5,22.7,27.7,23.08
"Grambling St.New Mexico11-21",2024-11-21,"Grambling St.","New Mexico",58,80,"A",87.9,90.2,73.2,41.1,27.8,24.4,24.2,36.84,90.3,87.9,101,52.5,20.2,27,43.3,38.89
"Grambling St.Norfolk St.12-20",2024-12-20,"Grambling St.","Norfolk St.",70,76,"N",104.6,121.9,110.3,49.1,14.2,33.3,30.4,23.81,116,120.5,119.8,54.9,12.6,26.7,52.9,40
"Grambling St.Pepperdine12-7",2024-12-07,"Grambling St.","Pepperdine",57,85,"A",83.8,122.6,81.5,42.7,20,20.5,32.7,29.41,112,94.4,121.6,56.5,11.4,30.6,13,43.48
"Grambling St.Prairie View A&M1-4",2025-01-04,"Grambling St.","Prairie View A&M",55,73,"A",81.2,111.1,82.6,58.9,34.6,19,17.8,30,98.1,99.1,109.7,64.4,19.5,13,13.5,61.11
"Grambling St.Southern1-18",2025-01-18,"Grambling St.","Southern",60,67,"A",94.9,104.5,88.6,42.9,23.6,27.6,42.9,26.67,91,102.3,98.9,48.2,22.2,34.3,40,27.78
"Grambling St.Texas Southern1-6",2025-01-06,"Grambling St.","Texas Southern",66,71,"A",84.5,95.5,83,37.1,22.6,33.3,33.3,20.83,82.2,95.7,89.3,45.5,17.6,16.3,21.2,33.33
"Grambling St.USC11-24",2024-11-24,"Grambling St.","USC",69,80,"A",115.2,105.1,102.7,51.8,17.9,26.7,25.5,31.82,107.8,121,119.1,57,19.4,30.3,66,33.33
"Grand CanyonLouisiana Tech12-16",2024-12-16,"Grand Canyon","Louisiana Tech",66,74,"A",101.1,105.2,98,45.2,17.8,34.1,27.4,22.22,117.2,98.5,109.9,58.3,19.3,25,25.9,35
"Grand CanyonSan Diego12-28",2024-12-28,"Grand Canyon","San Diego",68,55,"N",86.5,78.7,89.4,29.6,17.1,23.3,77.8,16.67,80,86.8,72.3,34.3,19.7,29.4,15.7,16
"Grand CanyonSouthern Utah1-23",2025-01-23,"Grand Canyon","Southern Utah",74,59,"A",105,89.2,105.6,50.8,18.6,37.8,27.4,36.84,89.9,105.8,84.2,39.8,18.6,22.5,28.8,17.65
"Grand CanyonStanford11-26",2024-11-26,"Grand Canyon","Stanford",78,71,"N",106.1,90.9,104.6,50.9,16.1,18.8,53.7,41.67,106.2,100.6,95.2,41.3,17.4,31.6,38.1,18.18
"Grand CanyonUtah Tech1-25",2025-01-25,"Grand Canyon","Utah Tech",79,66,"A",115.4,96.8,116.6,62.5,20.7,22.7,45.8,30.77,100.8,119.8,97.4,41.5,17.7,38.6,26.2,26.09
"Grand CanyonUtah Valley1-9",2025-01-09,"Grand Canyon","Utah Valley",64,72,"A",97.8,106.2,91.8,48.2,20.1,24.3,32.7,29.41,112,90.8,103.3,41.3,17.2,37.8,42.9,31.58
"Green BayCleveland St.1-25",2025-01-25,"Green Bay","Cleveland St.",66,81,"A",110.9,123.6,102.8,48.2,15.6,21.2,27.3,30.43,109.6,115.3,126.2,57,12.5,43.2,52.6,42.86
"Green BayDetroit Mercy2-1",2025-02-01,"Green Bay","Detroit Mercy",57,67,"A",89.3,116.1,88.8,44.5,17.1,19.4,21.8,25,92.4,97.3,104.4,47.4,9.3,17.6,24.6,33.33
"Green BayDrake12-21",2024-12-21,"Green Bay","Drake",62,72,"A",116.6,117,107.4,53.7,22.5,23.8,46.3,30.77,112.2,115.4,124.7,52.7,6.9,39.4,39.3,15.79
"Green BayEvansville11-22",2024-11-22,"Green Bay","Evansville",81,98,"A",102.7,133,100,48.4,14.8,10.3,37.1,27.78,110.1,106,121,66.9,23.5,30.8,27.4,42.86
"Green BayIU Indy12-4",2024-12-04,"Green Bay","IU Indy",75,84,"A",102.4,120.3,112.4,57.8,16.5,19.4,39.2,39.29,110.2,124.5,125.9,52.3,7.5,35.9,34.8,27.27
"Green BayMilwaukee1-11",2025-01-11,"Green Bay","Milwaukee",59,70,"A",90.6,101.7,87.2,47.9,22.2,6.9,40.4,21.74,92.7,94.3,103.5,49,14.8,18.8,62.5,31.25
"Green BayNorthern Kentucky1-4",2025-01-04,"Green Bay","Northern Kentucky",60,78,"A",102.3,129.4,96.6,55,20.9,10.3,12,50,107.7,110.2,125.6,57.5,12.9,35.3,49.1,50
"Green BayOakland1-30",2025-01-30,"Green Bay","Oakland",54,68,"A",93.5,111.1,91.7,45.7,13.6,9.7,34.8,32,101.8,101.1,115.5,46.7,18.7,48.6,21.7,27.59
"Green BayOhio St.11-25",2024-11-25,"Green Bay","Ohio St.",69,102,"A",113.4,120.9,94.8,59.2,24.7,10.3,32.7,41.67,119.5,109.7,140.1,66.2,11,35.5,27.9,45.16
"Green BayOklahoma St.11-4",2024-11-04,"Green Bay","Oklahoma St.",76,89,"A",111.1,116,102,62.7,25.5,11.1,31.4,45.16,104.9,112.7,119.5,49.3,17.4,46.3,34.8,45.45
"Green BayProvidence11-16",2024-11-16,"Green Bay","Providence",65,79,"A",104.9,106.5,96.7,50,16.4,17.6,26.8,27.59,101.7,108.8,117.5,50.8,8.9,35.7,45.2,31.03
"Green BayUC Santa Barbara12-14",2024-12-14,"Green Bay","UC Santa Barbara",66,83,"A",96.9,104.1,89.6,48.2,20.4,8.8,25,30.77,95.4,103.4,112.7,52.1,12.2,32.5,16.9,30.3
"Green BayWestern Illinois11-13",2024-11-13,"Green Bay","Western Illinois",87,73,"A",119.9,113,128.2,59.5,11.8,28.1,20.6,39.39,93.5,141.8,107.6,50,17.7,42.2,27.3,47.62
"Green BayWright St.1-2",2025-01-02,"Green Bay","Wright St.",51,74,"A",73.7,101.1,73.4,38.9,20.2,11.1,24.1,19.05,94,81.1,106.6,55,17.3,26.5,20,38.1
"HamptonCharleston1-2",2025-01-02,"Hampton","Charleston",67,94,"A",91.6,115.8,86.8,42.2,12.9,17.4,34.4,38.1,113.7,96.9,121.7,60.4,18.1,25,75.5,48
"HamptonElon1-4",2025-01-04,"Hampton","Elon",62,70,"A",97.7,102.7,94.7,42,12.2,34.8,10.1,28.57,100.3,104.5,107,48.9,19.9,37,80.4,23.81
"HamptonGeorge Washington11-8",2024-11-08,"Hampton","George Washington",54,82,"A",82.3,106.4,74.1,31.8,20.6,32.7,24.2,21.05,103.7,84.6,112.6,52.3,16.5,36.1,25.8,25.93
"HamptonHigh Point11-26",2024-11-26,"Hampton","High Point",73,76,"N",117.5,116.6,122.8,49.2,5,37.1,35.6,33.33,126,128.5,127.8,59.2,18.5,37.9,46.9,55.56
"HamptonHoward2-1",2025-02-01,"Hampton","Howard",80,79,"N",102.7,110.4,115.2,51.7,20.2,37.5,37.9,30.77,109.4,123.5,113.7,50,15.8,25.8,89.1,25
"HamptonLoyola MD12-21",2024-12-21,"Hampton","Loyola MD",76,68,"A",105.1,107.4,112.9,42,13.4,38.9,62.5,20,97.8,120.5,101,50.9,20.8,33.3,38.9,31.25
"HamptonNorth Carolina A&T1-20",2025-01-20,"Hampton","North Carolina A&T",74,73,"A",108.5,115.7,113.6,47.9,6.1,34.1,11.1,29.17,105,125.1,112.1,51.9,13.8,25,40.7,34.78
"HamptonProvidence11-12",2024-11-12,"Hampton","Providence",51,60,"A",91.5,90.1,84.5,34.8,19.9,30.8,23.2,28,92.2,94.6,99.4,54.3,23.2,36.7,43.5,34.48
"HamptonUMBC11-19",2024-11-19,"Hampton","UMBC",78,68,"A",111.4,105.8,121.7,57.7,18.7,39.3,42.3,44.44,102.6,130,106.1,55.6,15.6,16.7,22.2,34.78
"HamptonUNC Wilmington1-25",2025-01-25,"Hampton","UNC Wilmington",62,83,"A",98.9,115,94,44.2,18.2,32.5,30,16.67,117.5,104.9,125.9,63.7,15.2,32.1,51,63.64
"HamptonWilliam & Mary1-23",2025-01-23,"Hampton","William & Mary",83,94,"A",104.4,118,109.3,52.6,17.1,25,55.2,33.33,118.4,118.1,123.8,60.2,19.8,35.5,64.8,40.74
"HarvardAmerican11-10",2024-11-10,"Harvard","American",55,67,"A",82.7,107.2,86.5,43.3,17.3,20.6,28.8,23.81,101.9,91.9,105.3,53,17.3,16.7,34,37.5
"HarvardBrown1-18",2025-01-18,"Harvard","Brown",80,67,"A",114.6,101.7,118.3,57.5,17.7,39.4,28.3,42.86,96.7,125.2,99,50.8,31,48.6,18.3,42.31
"HarvardColorado11-17",2024-11-17,"Harvard","Colorado",66,88,"A",104.7,120.6,95.3,43.1,11.6,25.6,21.5,34.78,118.4,106.2,127.1,59.8,18.8,36.7,44.6,47.37
"HarvardColumbia1-31",2025-01-31,"Harvard","Columbia",90,82,"A",105.9,99.9,113.5,63.6,18.9,17.9,33.9,47.37,98.3,123.1,103.5,54,24,28.6,30.6,31.82
"HarvardCornell2-1",2025-02-01,"Harvard","Cornell",60,75,"A",98.3,104.3,95,49.1,14.2,18.2,18.2,38.1,108.4,108.2,118.7,63.3,19,22.7,32.7,30
"HarvardHoly Cross12-4",2024-12-04,"Harvard","Holy Cross",67,68,"A",92.3,107.7,101.1,46.9,18.1,35.1,9.2,28,99.8,107.1,102.6,52.8,16.6,18.8,25.9,38.89
"HarvardIona12-29",2024-12-29,"Harvard","Iona",67,61,"A",101.5,101.1,100.7,53.4,28.6,33.3,54.5,36.84,88.9,107.1,91.7,36.6,16.5,40.9,20.9,16.67
"HarvardNavy11-8",2024-11-08,"Harvard","Navy",80,85,"A",107.2,118.2,109.2,60,25.9,33.3,25,37.5,110,118.9,116.1,47.7,9.6,35,39.4,29.17
"HarvardNew Hampshire12-8",2024-12-08,"Harvard","New Hampshire",72,62,"A",95.1,105.7,104.4,54.5,27.5,23.1,63.6,28.57,89,109.1,89.9,44.5,23.2,29.4,25.5,21.74
"HarvardNortheastern11-13",2024-11-13,"Harvard","Northeastern",56,78,"A",80.4,111.3,79.3,35.6,19.8,27.9,33.9,12.9,106,85.2,110.5,60.2,17,19.4,20.3,40.91
"HarvardSt. John's11-30",2024-11-30,"Harvard","St. John's",64,77,"A",110,106.6,92.2,42.6,14.4,21.4,26.2,27.59,107.8,97.5,111,48.6,14.4,40.5,18.6,22.22
"HarvardYale1-25",2025-01-25,"Harvard","Yale",55,84,"A",88.4,114.8,82,43.3,19.4,21.1,8.3,27.59,119,89.3,125.2,49.2,11.9,48.6,46,40
"HawaiiCal St. Fullerton1-11",2025-01-11,"Hawaii","Cal St. Fullerton",95,86,"A",122.5,126.2,128.5,67,24.3,33.3,86.4,26.32,115.9,130.9,116.3,53.2,9.5,23.5,43.5,22.22
"HawaiiGrand Canyon12-3",2024-12-03,"Hawaii","Grand Canyon",72,78,"A",99.7,103.1,94.3,53.6,26.2,26.9,35.7,32,105.3,92.4,102.2,47.4,10.5,17.6,56.1,25
"HawaiiLong Beach St.12-7",2024-12-07,"Hawaii","Long Beach St.",68,76,"A",97.6,118.7,104,55.7,26,34.5,22.6,36.84,114.4,107.3,116.2,60,16.8,15.4,34,76.92
"HawaiiUC Davis1-23",2025-01-23,"Hawaii","UC Davis",66,68,"A",111.6,118.3,105.3,42.5,20.7,41.7,47.2,30.43,107.8,107.5,108.5,48.3,8,29.4,34.5,44.44
"HawaiiUC Irvine1-25",2025-01-25,"Hawaii","UC Irvine",55,71,"A",86.9,100.8,76.6,35.2,20.9,30.4,32.8,27.78,98.2,78.1,98.9,50,19.5,27.8,24.6,33.33
"HawaiiUC Riverside1-9",2025-01-09,"Hawaii","UC Riverside",83,76,"A",114.4,104,114.6,64.2,19.3,25.9,41.5,58.82,105.4,115.9,104.9,48.4,12.4,20,34.9,36
"High PointCharleston Southern1-8",2025-01-08,"High Point","Charleston Southern",93,79,"A",133.7,118.1,134.1,57.8,10.1,37.5,32.8,54.55,107.1,124.2,113.9,51.9,15.9,28.6,57.4,41.67
"High PointLongwood1-16",2025-01-16,"High Point","Longwood",80,82,"A",112.3,116,114.7,45.3,7.2,28.6,40.6,27.59,113.2,104,117.6,59.4,15.8,30.3,64.2,42.86
"High PointMissouri St.11-24",2024-11-24,"High Point","Missouri St.",61,71,"N",90.1,111,92.2,46.7,19.6,14.3,52.2,17.65,104.4,82.6,107.3,45.8,19.6,42.1,35.6,44.44
"High PointOld Dominion11-25",2024-11-25,"High Point","Old Dominion",73,67,"N",110,118.6,117.6,59.6,16.1,30.4,48.9,37.5,107.8,102.9,107.9,47.7,12.9,36.8,17.2,29.17
"High PointPresbyterian2-1",2025-02-01,"High Point","Presbyterian",84,72,"A",130.5,119.5,138.4,67.7,18.1,37.5,52.1,58.33,113.3,126.4,118.6,46,9.9,41.5,29,36
"High PointSouthern Illinois12-21",2024-12-21,"High Point","Southern Illinois",94,81,"A",132.9,111.7,130.8,64,11.1,27.6,56.1,35,106.5,120.6,112.7,51,19.5,33.3,74,29.41
"High PointUNC Asheville1-4",2025-01-04,"High Point","UNC Asheville",99,103,"A",124.1,127.8,127.9,55.4,12.9,34.3,46.2,25.81,127.4,116.7,133.1,55.1,2.6,28.2,53.6,28.57
"High PointUNC Greensboro12-3",2024-12-03,"High Point","UNC Greensboro",68,72,"A",117.1,119.3,114.8,50,10.1,30.3,15.3,33.33,115.3,105.7,121.6,55.2,13.5,43.3,22.4,28.57
"High PointUSC Upstate1-22",2025-01-22,"High Point","USC Upstate",86,77,"A",122.2,117.4,127.4,64.9,16.3,32.1,26.3,45.16,106,119.3,114.1,59,14.8,16.7,9.8,32
"HofstraCampbell2-1",2025-02-01,"Hofstra","Campbell",52,75,"A",86.9,125.7,84.9,46.9,19.6,10.3,16.3,20,129.6,92.6,122.4,63.2,9.8,11.5,18.9,46.43
"HofstraDrexel1-20",2025-01-20,"Hofstra","Drexel",55,60,"A",94.4,96,88.6,41.5,19.3,25,30.2,28.57,97.9,101.5,96.7,44.5,17.7,37.8,32.7,27.78
"HofstraElon1-30",2025-01-30,"Hofstra","Elon",74,63,"A",113.4,93.3,112.2,53.3,10.6,25,28.3,30.77,99.7,124.4,95.5,37.3,6.1,22.7,45.8,33.33
