"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"DrakeVanderbilt11-24",2024-11-24,"Drake","Vanderbilt",81,70,"N",117.3,91.3,114.2,58.3,28.2,54.2,37,33.33,111.5,108.2,98.7,48.1,21.1,27.3,44.4,19.05
"DrexelAlbany12-14",2024-12-14,"Drexel","Albany",77,70,"A",113.6,101.1,115.4,68.3,28.5,35.3,63.4,54.55,100.5,121.6,104.9,49.1,16.5,27.6,26.3,10.53
"DrexelFairfield11-19",2024-11-19,"Drexel","Fairfield",67,61,"A",98.1,93.4,105.2,53.6,20.4,34.5,20,35,92,110.5,95.8,41,9.4,34.1,19.4,25
"DrexelFordham11-22",2024-11-22,"Drexel","Fordham",73,71,"A",111.2,113.8,112.8,59.4,20.1,25.9,20.8,42.86,110.1,113.8,109.7,53.3,15.4,29.4,18.3,30.77
"DrexelHoward12-17",2024-12-17,"Drexel","Howard",68,65,"A",96.5,96.7,101.9,46.7,15,29.7,19.7,25.93,96.1,104.6,97.4,43.8,12,23.7,15.6,30
"DrexelPenn12-7",2024-12-07,"Drexel","Penn",60,47,"N",83,79.5,92.3,48.1,21.5,26.7,20.8,21.43,75.4,90.2,72.3,37.3,16.9,17.9,10.2,22.22
"DrexelPurdue Fort Wayne11-25",2024-11-25,"Drexel","Purdue Fort Wayne",81,87,"N",119.6,122.7,125.2,57,18.5,47.1,17.2,29.17,132.4,128.9,134.5,64.4,7.7,23.1,22,43.48
"DrexelTemple11-12",2024-11-12,"Drexel","Temple",61,69,"A",98.7,105.8,95,39.6,12.5,37.8,17.9,21.21,105.9,97.6,107.5,45.3,10.9,27.8,58.5,33.33
"DukeArizona11-22",2024-11-22,"Duke","Arizona",69,55,"A",111.4,73.3,101.9,50,20.7,35.1,21.3,36,98.9,89.1,81.2,45.3,22.2,16.7,20.8,26.09
"DukeGeorgia Tech12-21",2024-12-21,"Duke","Georgia Tech",82,56,"A",131.9,88.3,128.3,65.5,15.6,33.3,27.3,40,107.9,111.5,87.6,41.4,15.6,24.3,17.2,35.29
"DukeKansas11-26",2024-11-26,"Duke","Kansas",72,75,"N",117.1,102.5,105.7,61.5,23.5,19.2,37.5,42.31,134.7,91.3,110.1,56.1,23.5,33.3,21.1,47.06
"DukeKentucky11-12",2024-11-12,"Duke","Kentucky",72,77,"N",105.9,86.7,95.7,42.3,9.3,25,23.9,16.67,119.5,86.8,102.3,47.6,14.6,23.3,38.1,40
"DukeLouisville12-8",2024-12-08,"Duke","Louisville",76,65,"A",115.4,92.7,112.9,51.6,10.4,25.7,22.6,26.67,120.9,95.9,96.6,48,22.3,23.5,41.2,35.48
"DuquesneDePaul11-15",2024-11-15,"Duquesne","DePaul",58,84,"A",103.9,119.7,92.4,39.7,11.1,27.5,34.5,28.57,131.7,103,133.8,65.7,17.5,39.3,31.5,52
"DuquesneHampton11-25",2024-11-25,"Duquesne","Hampton",59,64,"N",89.8,98.1,89.9,48.9,27.4,35.5,64.4,33.33,99.7,94.9,97.5,44.2,22.9,34.3,42.3,31.58
"DuquesneOld Dominion11-26",2024-11-26,"Duquesne","Old Dominion",67,54,"N",88,82.2,94.6,50.9,28.2,34.4,34,30.77,81.2,95.9,76.2,34.4,22.6,34.8,23.4,11.76
"DuquesnePrinceton11-8",2024-11-08,"Duquesne","Princeton",68,75,"N",97.5,98.8,95.2,48.3,15.4,23.5,32.8,36.36,106.4,101.5,105,53.8,15.4,14.3,54.7,45.83
"DuquesneSouth Dakota St.11-24",2024-11-24,"Duquesne","South Dakota St.",60,71,"N",96,100.7,91.1,45.1,13.7,22.2,18,23.68,109.5,96.9,107.8,59.2,24.3,31,36.7,47.62
"DuquesneTowson12-14",2024-12-14,"Duquesne","Towson",65,47,"N",116.6,94.3,119.5,55.2,20.2,46.2,31.2,42.31,93.3,120.2,86.4,33,11,32.4,26.4,27.78
"East CarolinaIllinois Chicago11-23",2024-11-23,"East Carolina","Illinois Chicago",72,55,"N",104.9,91.3,112.1,53.4,12.5,29,25.9,35.29,91.8,107.5,85.6,44.1,24.9,37.8,11.9,25
"East CarolinaJacksonville St.11-21",2024-11-21,"East Carolina","Jacksonville St.",78,86,"N",111.1,116,113.2,49.2,10.2,25.6,22.7,33.33,121.5,118,124.8,59.4,11.6,28.6,58.5,46.67
"East CarolinaSouth Carolina12-7",2024-12-07,"East Carolina","South Carolina",68,75,"A",125.5,117.5,114.6,52.7,10.1,29,25.5,28.57,122.3,120.2,126.3,66,16.8,30.8,34,52.17
"East CarolinaSouth Florida12-31",2024-12-31,"East Carolina","South Florida",69,75,"A",92.3,103.2,95,37.9,19.3,36.6,43.5,15.79,104.1,95.3,103.2,51.8,17.9,24.2,35.1,35
"East CarolinaStetson11-22",2024-11-22,"East Carolina","Stetson",71,64,"N",93.7,104.2,104.8,39.1,17.7,41,60,21.43,95.4,105.3,94.4,56.8,26.6,17.9,56.8,40
"East Tennessee St.Charlotte11-27",2024-11-27,"East Tennessee St.","Charlotte",75,55,"A",100.9,89,113.6,49.2,12.1,40,28.1,37.5,88,106.1,83.3,43.4,18.2,17.1,34,23.53
"East Tennessee St.Davidson11-16",2024-11-16,"East Tennessee St.","Davidson",70,76,"A",114.2,110.8,111.2,57.1,12.7,25,25,43.48,116.2,112.2,120.8,58.5,20.7,42.9,68.1,27.27
"East Tennessee St.Jacksonville12-14",2024-12-14,"East Tennessee St.","Jacksonville",52,60,"A",77.4,92.3,76,41.4,20.5,31.2,24.1,33.33,86.4,74.6,87.7,46.4,27.8,37.5,19.6,30
"East Tennessee St.James Madison12-3",2024-12-03,"East Tennessee St.","James Madison",61,71,"A",91.9,104.8,92.8,42.2,15.2,34.1,21.9,27.59,106.3,91.2,108,51,15.2,21.4,50,31.25
"East Tennessee St.UMKC12-21",2024-12-21,"East Tennessee St.","UMKC",66,73,"A",109.8,126.6,110.9,47.3,21.8,47.1,28.6,30,119.7,110.2,122.6,58.9,20.2,36,48.9,52.38
"East Tennessee St.Wichita St.12-7",2024-12-07,"East Tennessee St.","Wichita St.",87,96,"A",116.4,124.6,113.2,56.3,15.6,26.2,16.9,38.89,124.5,109.9,124.9,61.7,14.3,29,32.8,42.86
"Eastern IllinoisButler12-3",2024-12-03,"Eastern Illinois","Butler",58,73,"A",92,98.1,85.9,39.1,14.8,24.4,20.3,40,101.8,94.8,108.1,60.2,25.2,30.4,56.8,35
"Eastern IllinoisDePaul11-19",2024-11-19,"Eastern Illinois","DePaul",69,78,"A",105.6,105.8,100,46.5,20.3,29.4,29.8,46.67,107.5,109,113,57.5,24.6,34.3,43.4,38.46
"Eastern IllinoisEastern Kentucky12-14",2024-12-14,"Eastern Illinois","Eastern Kentucky",66,81,"A",91.7,104.4,90.5,44,23.3,40.9,22.4,16.67,104.5,100,111.1,58.9,20.6,27,19.4,44.74
"Eastern IllinoisIllinois11-4",2024-11-04,"Eastern Illinois","Illinois",67,112,"A",102.3,113.1,80.4,41.2,9.6,12,36.8,33.33,120.7,95.8,134.4,60.9,15.6,38.9,71.9,38.1
"Eastern IllinoisIndiana11-10",2024-11-10,"Eastern Illinois","Indiana",55,90,"A",94.3,105.2,76.4,43,23.6,18.4,15.8,35,108.9,94.7,125,66.1,16.7,26.9,19.4,33.33
"Eastern IllinoisNorthwestern11-15",2024-11-15,"Eastern Illinois","Northwestern",58,67,"A",102.2,97.2,89.5,43.4,23.1,40,13.1,15.79,98.4,97.5,103.4,45.2,23.1,45.7,51.9,26.32
"Eastern IllinoisSoutheast Missouri St.12-19",2024-12-19,"Eastern Illinois","Southeast Missouri St.",72,79,"A",109.5,127.9,110.5,45.5,18.4,47.2,51.8,35.71,117.5,118,121.3,66.7,20,22.7,41.7,45.45
"Eastern IllinoisValparaiso11-24",2024-11-24,"Eastern Illinois","Valparaiso",53,81,"A",90.5,122.2,85.9,44.8,19.5,24.3,41.7,27.78,118.2,101.3,131.3,46.8,11.3,45,40.3,32.26
"Eastern KentuckyChicago St.11-19",2024-11-19,"Eastern Kentucky","Chicago St.",86,66,"A",111,99,113.6,54,13.2,35.6,16,36.67,83.3,112.6,87.2,46.7,19.8,15,23,36
"Eastern KentuckyClemson11-12",2024-11-12,"Eastern Kentucky","Clemson",62,75,"A",108.4,104.1,95.8,47.5,23.2,37.1,8.2,25,110.2,96.1,115.9,51.6,20.1,50,31.1,29.17
"Eastern KentuckyEast Tennessee St.11-8",2024-11-08,"Eastern Kentucky","East Tennessee St.",82,78,"A",128.6,108.7,123.4,59,18.1,38.2,24.6,48,108.3,126.4,117.4,47.5,18.1,53.8,47.5,25
"Eastern KentuckyLouisiana Tech11-27",2024-11-27,"Eastern Kentucky","Louisiana Tech",69,78,"N",115.4,114.8,108.5,50,6.3,18.4,18.3,37.5,116,109.3,122.6,58,14.2,32.3,37.5,33.33
"Eastern KentuckyPittsburgh12-11",2024-12-11,"Eastern Kentucky","Pittsburgh",56,96,"A",101.2,110.6,79.9,37.9,18.5,31.2,7.1,25,120.7,90.4,136.9,71.3,14.3,25,46.3,47.83
"Eastern KentuckySouthern Illinois11-26",2024-11-26,"Eastern Kentucky","Southern Illinois",77,72,"N",114.8,95.3,107.5,47.6,14,34.2,34.9,28.57,91.5,111,100.5,49.1,23.7,29.4,50.9,31.58
"Eastern KentuckyTroy12-1",2024-12-01,"Eastern Kentucky","Troy",74,84,"A",114.4,118.8,107.2,50,14.5,30.6,25.8,18.18,117.3,105.7,121.7,66,27.5,42.9,40,47.06
"Eastern MichiganCleveland St.11-16",2024-11-16,"Eastern Michigan","Cleveland St.",63,71,"A",99.2,111.2,95.3,47.3,25.7,40,25,35,97.6,103,107.4,56.7,21.2,28.6,34.6,35.71
"Eastern MichiganHouston Christian11-25",2024-11-25,"Eastern Michigan","Houston Christian",74,73,"A",108.6,111.5,111.5,61.8,24.1,30.4,27.5,33.33,97.8,122.7,110,59.1,19.6,30,27.3,45
"Eastern MichiganIU Indy11-14",2024-11-14,"Eastern Michigan","IU Indy",74,71,"A",96.5,99.5,104.4,51.7,18.3,33.3,28.3,41.67,91.1,112.6,100.2,33.3,16.9,37,58.3,24.24
"Eastern MichiganLoyola Chicago12-3",2024-12-03,"Eastern Michigan","Loyola Chicago",54,76,"A",93,117.2,85.9,50,19.1,9.4,40,35,109.4,93.7,120.9,63.2,27,52,24.5,40.91
"Eastern MichiganNorthern Arizona11-26",2024-11-26,"Eastern Michigan","Northern Arizona",72,68,"N",101,95.7,104.3,48.2,11.6,23.7,50.9,25,89.1,112.8,98.6,46.9,24.6,43.6,18.5,25.93
"Eastern MichiganOakland11-21",2024-11-21,"Eastern Michigan","Oakland",68,64,"A",104.8,103.4,108.8,45.8,9.6,28.2,26.7,37.5,96.1,113.6,102.4,52.1,17.6,20.7,46.8,16.67
"Eastern MichiganTexas St.11-4",2024-11-04,"Eastern Michigan","Texas St.",44,64,"A",69.6,95.8,68.7,33.6,21.9,29.2,25.9,20.83,92.1,73.1,99.9,49,21.9,30,43.8,46.67
"Eastern WashingtonCal Baptist11-23",2024-11-23,"Eastern Washington","Cal Baptist",68,79,"A",97.4,114.2,102.5,47.2,18.1,32.3,38.9,35,111.8,103.6,119.1,61.4,21.1,38.5,21.1,31.58
"Eastern WashingtonColorado11-4",2024-11-04,"Eastern Washington","Colorado",56,76,"A",96.7,95.3,79.6,40.5,21.3,23.1,24.1,31.25,91.6,91,108,53.4,25.6,44.1,28.8,39.13
"Eastern WashingtonMissouri11-11",2024-11-11,"Eastern Washington","Missouri",77,84,"A",117.8,111.8,113.7,59.8,20.7,28.6,21.4,36,116.6,114.8,124.1,64.6,19.2,28.6,64.6,55.56
"Eastern WashingtonSouth Dakota St.12-7",2024-12-07,"Eastern Washington","South Dakota St.",53,74,"A",82.7,102.6,78.5,40.9,20.7,6.5,50,18.18,100.1,82.2,109.6,46.1,22.2,46.2,25,22.58
"Eastern WashingtonUC Santa Barbara11-26",2024-11-26,"Eastern Washington","UC Santa Barbara",51,67,"A",85.9,99.4,81.1,33.6,15.9,34,27.9,22.73,94.8,87.5,106.5,60.4,23.9,24,25,41.67
"Eastern WashingtonUtah11-30",2024-11-30,"Eastern Washington","Utah",80,88,"A",127,121.1,116,55.3,16,28.1,31.6,36.67,118,119.3,127.6,51.7,11.6,41.5,77.6,21.05
"Eastern WashingtonWashington St.11-21",2024-11-21,"Eastern Washington","Washington St.",81,96,"N",108.3,117.1,102.6,50,17.7,29.4,33.8,15.79,116.6,101.2,121.6,62.5,26.6,48.6,34.4,53.33
"Eastern WashingtonWashington12-10",2024-12-10,"Eastern Washington","Washington",69,87,"A",105.3,118.5,97.6,54.5,22.6,20,19.6,29.41,112.3,102.1,123.1,69.6,21.2,30.8,26.8,52.63
"ElonEast Tennessee St.12-18",2024-12-18,"Elon","East Tennessee St.",58,84,"A",89.1,124.5,88.8,39.6,13.8,29.5,62.3,23.08,127.3,90.3,128.6,59.5,10.7,29,36.2,31.82
"ElonGardner Webb11-15",2024-11-15,"Elon","Gardner Webb",79,80,"A",117.5,117.9,119.4,54.5,16.6,37.5,49.1,34.78,118.9,122.1,121,52.5,15.1,40,37.3,43.48
"ElonMaine11-29",2024-11-29,"Elon","Maine",56,69,"N",92,109,87,43.8,28,33.3,37.5,25,103.2,91.4,107.2,50,10.9,23.3,18.6,31.82
"ElonNavy11-30",2024-11-30,"Elon","Navy",69,63,"N",95.7,94.1,101.5,39.1,11.8,36.2,40.6,32.26,90.6,104,92.7,37.9,11.8,28.9,24.2,25.81
"ElonNorth Carolina11-4",2024-11-04,"Elon","North Carolina",76,90,"A",109.2,106.4,101.8,53.3,21.4,28.6,23,44.83,119.1,103.7,120.6,48.1,8,37.5,20,40.62
"ElonNorthern Illinois11-20",2024-11-20,"Elon","Northern Illinois",75,48,"A",103,84.6,111.5,54.1,25.3,41.9,55.1,33.33,75.4,108,71.3,38.1,17.8,14.9,16.9,33.33
"ElonNotre Dame11-22",2024-11-22,"Elon","Notre Dame",84,77,"A",130.2,113.6,130.9,63.4,15.6,37,30.4,46.67,122.6,128.9,120,57.4,9.3,21.9,14.8,41.38
"ElonPenn12-1",2024-12-01,"Elon","Penn",68,53,"A",104.1,91.6,111.5,53.4,14.8,35.5,17.2,35.29,87.6,111.3,86.9,35.9,9.8,27.7,14.1,21.62
"EvansvilleBall St.12-21",2024-12-21,"Evansville","Ball St.",43,80,"A",69,122.6,67,31.8,20.2,23.8,27.3,11.54,117.7,79.5,124.6,56.5,9.3,30.3,51.9,41.18
"EvansvilleMiddle Tennessee11-13",2024-11-13,"Evansville","Middle Tennessee",63,80,"A",91.8,101.8,85.8,37.7,17.7,24.4,41,14.29,103.1,100,109,50.8,21.8,43.8,39,13.33
"EvansvilleMurray St.12-3",2024-12-03,"Evansville","Murray St.",61,63,"A",93.3,99,94.4,47.4,12.4,16.7,21.1,21.05,98.1,102.4,97.5,50,21.7,27.3,35.3,36.84
"EvansvilleNorth Texas11-5",2024-11-05,"Evansville","North Texas",63,80,"A",103.6,125.1,98.1,55.3,20.2,11.1,36.2,30.77,125.3,105.6,124.5,53.5,15.6,44.1,42.1,37.5
"EvansvilleOhio St.11-19",2024-11-19,"Evansville","Ohio St.",30,80,"A",63.9,93.8,44.4,21.6,16.3,14.9,17.2,11.11,101.1,66.4,118.4,58.3,14.8,27.6,48.1,33.33
"EvansvilleUT Arlington12-18",2024-12-18,"Evansville","UT Arlington",54,80,"A",79.6,115.4,81.8,34.5,16.7,22.7,41.8,16.67,118,91.9,121.2,49.1,24.2,57.9,66.7,36.67
"FIUEast Carolina12-17",2024-12-17,"FIU","East Carolina",64,75,"A",93.9,105,91,50.9,21.3,25,32.1,31.25,104.9,101.2,106.6,53.4,22.7,35.5,25.9,27.27
"FIUFlorida Gulf Coast11-24",2024-11-24,"FIU","Florida Gulf Coast",59,60,"A",91.7,93.6,92.2,43.9,20.3,30.3,51,27.78,95.8,98.4,93.8,44.5,17.2,25.7,27.3,25.93
"FIUNortheastern11-22",2024-11-22,"FIU","Northeastern",58,60,"N",91.7,94.5,89.5,47.3,17,22.2,19.6,11.11,93.8,96.3,92.5,43.4,17,26.5,41.5,22.22
"FIURice11-5",2024-11-05,"FIU","Rice",70,77,"A",96.5,105.3,92.4,41.3,14.5,25.6,38.1,33.33,102.1,100.4,101.7,51.9,21.1,23.7,73.1,25
"FIUSouthern Utah11-9",2024-11-09,"FIU","Southern Utah",75,80,"A",92.2,99.2,92.4,42.8,18.5,31.8,31.9,22.73,98.5,100.9,98.5,56.5,29.6,30.8,91.3,16.67
"FIUStetson12-14",2024-12-14,"FIU","Stetson",81,72,"A",107.8,107.4,115.1,50,12.8,38.2,42.6,27.78,100,128.1,102.3,44.3,15.6,30,39.3,25
"FairfieldGeorgetown11-9",2024-11-09,"Fairfield","Georgetown",57,69,"A",95.2,94.5,82.9,40,24.7,32.5,16.7,36.36,86,88.9,100.4,52.6,26.2,38.7,21.1,30
"FairfieldMonmouth12-21",2024-12-21,"Fairfield","Monmouth",74,88,"A",99.8,130.6,106,43.5,18.6,46.5,24.6,27.59,113.6,107,126.1,62.5,18.6,39.4,33.3,47.37
"FairfieldMount St. Mary's12-8",2024-12-08,"Fairfield","Mount St. Mary's",94,101,"A",130.8,153,132.1,57.4,8.4,34.2,32.4,33.33,128.4,133,142,61.5,7,37.5,41.5,43.48
"FairfieldNew Hampshire11-12",2024-11-12,"Fairfield","New Hampshire",62,56,"A",91.4,95.2,94.5,39.8,12.2,31,23.4,18.75,74.1,98.9,85.3,40.7,16.8,20,27.8,20
"FairfieldRhode Island11-4",2024-11-04,"Fairfield","Rhode Island",58,96,"A",86.1,116.7,76.7,30,13.2,28.6,38.6,13.79,107.7,84.5,126.9,59.6,14.5,28.6,78.8,54.55
"FairfieldVermont11-24",2024-11-24,"Fairfield","Vermont",67,66,"N",109.9,113.9,106.5,56.9,17.5,22.2,23.5,40,93.6,108.9,104.9,53.1,22.3,25,34.7,32
"FairfieldYale11-23",2024-11-23,"Fairfield","Yale",66,91,"N",110.5,141.3,108.8,47,13.2,25,50,31.82,134.8,110.3,149.9,66.4,8.2,39.1,36.4,43.75
"Fairleigh DickinsonArmy11-20",2024-11-20,"Fairleigh Dickinson","Army",70,84,"A",92.8,120.6,97.8,44.8,14,29.3,19.4,29.63,106.1,101.4,117.4,50.7,7,30,30.4,29.63
"Fairleigh DickinsonCreighton11-10",2024-11-10,"Fairleigh Dickinson","Creighton",70,96,"A",103,111,89.4,42.5,17.9,20.9,20.9,37.5,107.2,96.9,122.7,55.1,17.9,44.7,36.2,30.3
"Fairleigh DickinsonFairfield12-1",2024-12-01,"Fairleigh Dickinson","Fairfield",74,78,"A",99.2,110.3,106.6,55.6,21.6,27.6,35.2,40,99.4,113.1,112.4,44.5,10.1,40,45.3,21.43
"Fairleigh DickinsonFordham12-4",2024-12-04,"Fairleigh Dickinson","Fordham",75,84,"A",95.6,110,95.9,48.5,14.1,12.5,27.7,30.43,97.3,99.1,107.4,50.8,20.5,39.5,35.4,26.09
"Fairleigh DickinsonLa Salle12-18",2024-12-18,"Fairleigh Dickinson","La Salle",72,77,"A",109,109.1,103.6,55.2,18.7,21.9,20.7,36.36,98,110,110.8,45.1,15.8,41.5,49.2,16.67
"Fairleigh DickinsonMiami FL11-4",2024-11-04,"Fairleigh Dickinson","Miami FL",72,113,"A",97.2,130.8,96.7,53.8,20.1,18.2,45.3,30.43,132.6,105.4,151.7,71.7,10.7,38.5,26.1,41.18
"Fairleigh DickinsonMinnesota12-21",2024-12-21,"Fairleigh Dickinson","Minnesota",60,74,"A",97,106.5,89.3,40.3,11.9,23.3,11.9,30.77,96.4,96.2,110.2,53.6,16.4,30,32.7,25
"Fairleigh DickinsonNebraska11-13",2024-11-13,"Fairleigh Dickinson","Nebraska",60,86,"A",98.9,109.3,83,46.5,23.5,19.4,19.3,30.43,104.7,89.3,119,48.5,11.1,36.8,43.1,25
"Fairleigh DickinsonVillanova12-11",2024-12-11,"Fairleigh Dickinson","Villanova",72,86,"A",111.9,114.1,113,52.8,14.1,21.2,35.8,38.46,121.2,118,134.9,62,17.3,46.2,40.7,29.17
"Florida A&MBYU12-20",2024-12-20,"Florida A&M","BYU",57,103,"A",87.2,115.6,75,41.8,23.7,7.9,21.8,29.41,123.1,92.4,135.5,65.9,14.5,31.2,41.3,44.12
"Florida A&MClemson11-29",2024-11-29,"Florida A&M","Clemson",58,86,"A",104.5,112.7,87.6,51.8,24.2,20,10.9,42.31,115.9,109.5,130,57.5,13.6,39.4,33.3,36
"Florida A&MFlorida11-19",2024-11-19,"Florida A&M","Florida",60,84,"A",97.9,105.6,87.1,39.1,21.8,30,43.6,23.81,115.5,100.1,122,48.5,10.2,44.2,38.2,29.41
"Florida A&MMaryland11-11",2024-11-11,"Florida A&M","Maryland",53,84,"A",87,104.8,74.1,45.1,30.8,27.8,33.3,28.57,109,87.7,117.4,54.7,8.4,21.6,32.8,27.59
"Florida A&MSMU11-7",2024-11-07,"Florida A&M","SMU",73,102,"A",100.3,113.6,93.5,43.4,19.2,23.3,42.6,32.14,120.7,111,130.6,60.6,14.1,33.3,40.9,41.67
"Florida A&MTCU11-4",2024-11-04,"Florida A&M","TCU",59,105,"A",98.8,145.3,85.2,40.7,20.2,23.7,38.9,23.53,140.7,101,151.5,64,7.2,47.4,21.3,46.67
"Florida A&MTarleton St.12-29",2024-12-29,"Florida A&M","Tarleton St.",60,70,"A",86.9,110.8,84.9,46.8,28.3,20.7,44.7,31.58,93.1,98.5,99,45,15.6,30.8,40,44.44
"Florida A&MUtah12-17",2024-12-17,"Florida A&M","Utah",59,89,"A",92,119.6,83.7,46.2,25.5,20.6,26.4,33.33,118.2,97.6,126.2,63.7,14.2,37.1,38.7,37.93
"Florida AtlanticCharleston11-15",2024-11-15,"Florida Atlantic","Charleston",116,119,"A",131.3,127.2,124.8,65.8,17.2,29.7,28.9,55.17,125.4,117.4,128.1,60.4,12.9,28.2,29.3,50
"Florida AtlanticFIU12-4",2024-12-04,"Florida Atlantic","FIU",88,77,"A",121.3,115.2,120.8,58.1,13.7,29.4,17.6,30.43,106.2,111.1,105.7,49.2,17.8,37.1,33.9,30
"Florida AtlanticIndiana St.11-4",2024-11-04,"Florida Atlantic","Indiana St.",97,64,"N",107.7,77.4,117.2,64.8,19.3,21.2,44.3,47.83,79.4,106.4,77.4,43,25.4,19.1,21.9,35.14
"Florida AtlanticLiberty11-16",2024-11-16,"Florida Atlantic","Liberty",77,74,"N",111.4,99.3,105,57.6,17.7,13.3,20.3,38.1,102,95.7,100.9,50.8,16.4,25,34.4,29.41
"Florida AtlanticMichigan St.12-21",2024-12-21,"Florida Atlantic","Michigan St.",69,86,"A",106,103.8,93.1,42.6,12.1,22.7,20.6,18.18,112,89.2,116.1,50.7,13.5,35,29,38.1
"Florida AtlanticOklahoma St.11-21",2024-11-21,"Florida Atlantic","Oklahoma St.",86,78,"N",103.9,94.1,102.1,49,17.8,16.2,94.2,30.43,94.7,92.1,92.6,38.4,17.8,36.5,43.8,23.08
"Florida AtlanticSeton Hall11-24",2024-11-24,"Florida Atlantic","Seton Hall",61,63,"N",96.2,108.6,92.9,37.1,15.2,32.6,29,14.29,98.8,82.9,96,49.1,19.8,27.8,17.5,45.45
"Florida AtlanticUCF11-12",2024-11-12,"Florida Atlantic","UCF",94,100,"A",127.2,116.9,117.8,56.2,16.3,27,45.3,41.18,121.6,111.8,125.3,64.2,20,32.1,41.7,46.43
"Florida Gulf CoastDrake11-16",2024-11-16,"Florida Gulf Coast","Drake",61,63,"A",107.5,96.6,97.1,56.1,23.9,20.8,16.3,25,99.8,96.9,100.3,51.1,25.5,34.5,55.6,28.57
"Florida Gulf CoastFlorida Atlantic11-30",2024-11-30,"Florida Gulf Coast","Florida Atlantic",80,78,"A",123.5,112.4,124.3,61.9,14,29,6.3,52.17,121.1,123.8,121.2,59.5,10.9,27.8,12.7,42.5
"Florida Gulf CoastLSU12-8",2024-12-08,"Florida Gulf Coast","LSU",71,80,"A",108.6,116.1,103.7,50.8,19,34.2,7.6,35.48,120.5,99.2,116.8,56.9,20.4,39.3,27.6,29.63
"Florida Gulf CoastTCU11-8",2024-11-08,"Florida Gulf Coast","TCU",51,67,"A",95.5,97.4,79.7,46,23.5,16.1,18,24,99,84.9,104.7,50.9,21.9,38.7,25.5,27.27
"Florida Gulf CoastUNC Greensboro11-4",2024-11-04,"Florida Gulf Coast","UNC Greensboro",64,73,"A",101,115.2,98.7,47.4,12.3,19.4,19,30,112.3,98.2,112.5,45.9,10.8,30.8,32.8,38.71
"Florida Gulf CoastUNC Wilmington12-18",2024-12-18,"Florida Gulf Coast","UNC Wilmington",66,79,"A",103.9,119.1,104.8,51.9,14.3,20.6,35.8,26.32,124.6,104.8,125.4,57.9,6.3,26.5,36.8,31.25
"Florida St.LSU12-3",2024-12-03,"Florida St.","LSU",75,85,"A",115.2,108.8,102.6,43.1,19.1,44,30.6,31.58,121.3,101,116.3,52.4,15,39.5,46.8,33.33
"Florida St.Massachusetts11-24",2024-11-24,"Florida St.","Massachusetts",92,59,"N",118.5,90.2,126.8,64.7,13.8,27.6,48.3,50,94.1,114.9,81.3,33.6,23.4,39.5,50,12.5
"Florida St.N.C. State12-7",2024-12-07,"Florida St.","N.C. State",74,84,"A",114.9,112.2,106.8,45.4,18.8,32.4,53.7,18.75,126.2,105.4,121.3,59.3,14.4,30,53.7,34.78
"Florida St.Rice11-9",2024-11-09,"Florida St.","Rice",73,65,"N",105.7,95.1,102.2,47.2,18.2,30.6,63,26.32,97.7,97.5,91,43.4,23.8,35.9,58.5,32
"Florida St.Temple11-22",2024-11-22,"Florida St.","Temple",78,69,"N",107.4,94.2,105.7,51.6,20.3,37.1,39.3,36.84,101.4,99.9,93.5,43.8,19,31.6,57.1,23.81
"Florida St.Tulane12-14",2024-12-14,"Florida St.","Tulane",77,64,"N",114.5,91.7,111.2,55.8,15.9,7.4,81.4,35.29,96.9,108.1,92.4,36.4,20.2,37.5,42.4,13.64
"FloridaFlorida St.11-15",2024-11-15,"Florida","Florida St.",87,74,"A",127.6,93,116.7,60.7,25.5,46.4,27.9,35.71,109.2,103.5,99.3,43.6,10.7,29.2,30,35
"FloridaNorth Carolina12-17",2024-12-17,"Florida","North Carolina",90,84,"N",122.1,95,114.8,54.6,21.7,41,41.5,34.38,118,101.4,107.1,49.3,12.8,30.2,26.4,17.86
"FloridaSouth Florida11-4",2024-11-04,"Florida","South Florida",98,83,"N",120.4,112,127.5,56.3,13,34.4,52.4,19.23,126.6,106.6,108,54.8,20.8,29.7,27,48.15
"FloridaWake Forest11-28",2024-11-28,"Florida","Wake Forest",75,58,"N",116.8,93.6,111.2,46.6,16.3,40.5,46.6,29.63,101.4,92.8,86,40.2,19.3,21.6,26.8,15
"FloridaWichita St.11-29",2024-11-29,"Florida","Wichita St.",88,51,"N",128.1,78.5,128.1,53.8,11.6,46.5,6.4,42.42,89.1,106.9,74.2,34.2,14.6,16.3,33.3,22.73
"FordhamManhattan11-15",2024-11-15,"Fordham","Manhattan",76,78,"A",90.5,108.1,101.4,45.1,13.3,27.7,19.4,32.35,105.4,102,104,46.8,18.7,37.5,45.2,31.58
"FordhamPenn St.11-25",2024-11-25,"Fordham","Penn St.",66,85,"N",100.7,109.5,92.5,51.9,19.6,21.2,37,22.22,117,96.5,119.1,57,16.8,34.3,56.1,35.71
